text	pmcid	article_version	paragraph	sentence_range	rel	straininfo_si_id	straininfo_taxon	word_strain_qc	ner	word_qc_group	ontology_id	ontology_label	score_rel	ner_score	score_strain	strain_taxonomy_id	strain_taxonomy_label
All experimental fungus were provided by the Pathogenic Microorganism (toxin) Preservation Center of Chinese Academy of Medical Sciences, including four species of fungi and two drug-sensitive reference strains as follows: Aspergillus fumigates (CMCCC(F) A.1a), Cryptococcus neoformans (CMCCC(F) D.2a), Sporothrix (CMCCC(F) D.1a), Rhizopus oryzae (CMCCC(F) B.81a), Candida parapsilosis (ATCC22019) and Candida krusei (ATCC6258).	PMC8218698	PMC8218698.1	14	2	STRAIN-ORGANISM:INHABITS	92274	Pichia kudriavzevii	atcc6258	ORGANISM	candida krusei	NCBITaxon:4909	Pichia kudriavzevii	0.9995005130767822	0.8445530533790588	0.8853272199630737	NCBITaxon:4909	Pichia kudriavzevii
Reference strains of Candida auris (ATCC MYA-5001), Candida albicans (ATCC 10231), Candida glabrata (ATCC 15126), Candida krusei (ATCC 14243), and Candida tropicalis (ATCC 13803) were obtained from the American Type Culture Collection (ATCC, Gaithersburg, MD, USA). The fungal strain cultures were grown in YPD medium (1% yeast extract, 2% peptone, 2% dextrose), pH 5.6, and RPMI 1640 medium supplemented with L-glutamine and buffered with morpholinepropanesulfonic acid (MOPS) (Sigma-Aldrich, St.	PMC11768094	PMC11768094.1	10	1-2	STRAIN-ORGANISM:INHABITS	250926	Pichia kudriavzevii	atcc 14243	ORGANISM	candida krusei	NCBITaxon:4909	Pichia kudriavzevii	0.99935382604599	0.7634074091911316	0.868823915719986	NCBITaxon:4909	Pichia kudriavzevii
Reference strains of C . parapsilosis (ATCC 22019), C . orthopsilosis (ATCC 96139), C . metapsilosis (ATCC 96143), L . elongisporus (CBS 2605), Candida albicans (ATCC 90028), Candida dubliniensis (CD36), Candida tropicalis (ATCC 750), Candida glabrata (ATCC 15545), Candida nivariensis (CBS 9983), Candida bracarensis (CBS 10154), Candida krusei (ATCC 6258), and Candida haemulonii (CBS 5149) were used as reference Candida species.	PMC4651534	PMC4651534.1	6	1	STRAIN-ORGANISM:INHABITS	92274	Pichia kudriavzevii	atcc 6258	ORGANISM	candida krusei	NCBITaxon:4909	Pichia kudriavzevii	0.9998476505279541	0.7784914672374725	0.8363549113273621	NCBITaxon:4909	Pichia kudriavzevii
Isolates of ten clinically and environmentally relevant fungal species, Candida albicans (ATCC 90028), Candida tropicalis (ATCC 750), Candida parapsilosis (ATCC 22019), Candida glabrata (ATCC 90030), Candida krusei (ATCC 6258), Candida lusitaniae (ATCC 42720), Cryptococcus gattii (ATCC 32609), Cryptococcus neoformans (ATCC 90113), Aspergillus fumigatus (ATCC MYA 3626) and Aspergillus niger (NMRC 14-41711737) were used.	PMC6628298	PMC6628298.1	27	1	STRAIN-ORGANISM:INHABITS	92274	Pichia kudriavzevii	atcc 6258	ORGANISM	candida krusei	NCBITaxon:4909	Pichia kudriavzevii	0.9988817572593689	0.9321295619010925	0.8259376883506775	NCBITaxon:4909	Pichia kudriavzevii
The reference strains Aspergillus flavus (ATCC 204304), Aspergillus fumigatus (ATCC 204305), Candida krusei (ATCC 6258) and Candida parapsilosis (ATCC 22019) were used for quality control.	PMC6080783	PMC6080783.1	15	7	STRAIN-ORGANISM:INHABITS	92274	Pichia kudriavzevii	atcc 6258	ORGANISM	candida krusei	NCBITaxon:4909	Pichia kudriavzevii	0.8953855037689209	0.9558513760566711	0.8828442394733429	NCBITaxon:4909	Pichia kudriavzevii
Candida parapsilosis (ATCC 22019), Candida krusei (ATCC 6258) and Aspergillus flavus (ATCC 204304) were included as quality control strains.	PMC6987154	PMC6987154.1	16	9	STRAIN-ORGANISM:INHABITS	92274	Pichia kudriavzevii	atcc 6258	ORGANISM	candida krusei	NCBITaxon:4909	Pichia kudriavzevii	0.9979169964790344	0.8997392058372498	0.9130569994449615	NCBITaxon:4909	Pichia kudriavzevii
Panel fungi consisted of Candida albicans (ATCC 90028), Candida glabrata (ATCC MYA-2950), Candida krusei (ATCC 14243), Candida parapsilosis (ATCC 90018), and Candida tropicalis (ATCC 13803). Bacteria were cultured in tryptic soy (TS) medium except for S. pneumoniae , for which TS was supplemented with 5% human blood. Candida spp. were cultured in Sabouraud dextrose medium.	PMC4850259	PMC4850259.1	25	3-5	STRAIN-ORGANISM:INHABITS	250926	Pichia kudriavzevii	atcc 14243	ORGANISM	candida krusei	NCBITaxon:4909	Pichia kudriavzevii	0.9982073307037354	0.934417337179184	0.8554348349571228	NCBITaxon:4909	Pichia kudriavzevii
Three yeast strains ( Candida albicans (ATCC 10231), Candida krusei (ATCC 6258), and Cryptococcus neoformans (CECT1078)) and filamentous fungi (one Aspergillus fumigatus (ATCC 204305) and three dermatophytes ( Trichophyton rubrum (FF5), Nannizzia gypsea (formerly Microsporum gypseum -FF3) and Epidermophyton floccosum (FF9)) were used in this work.	PMC12320693	PMC12320693.1	25	1	STRAIN-ORGANISM:INHABITS	92274	Pichia kudriavzevii	atcc 6258	ORGANISM	candida krusei	NCBITaxon:4909	Pichia kudriavzevii	0.9990490078926086	0.8259470462799072	0.8654495477676392	NCBITaxon:4909	Pichia kudriavzevii
Thirteen of them were reference strains: Candida albicans (n = 1, ATCC 90028), Candida parapsilosis (n = 1, ATCC 22019), Candida krusei (n = 1, ATCC 6258) and Aspergillus fumigatus (n = 1, ATCC 10894) strains from the American Type Culture Collection (ATCC); Candida dubliniensis (n = 1, RI0482), Cryptococcus neoformans (n = 2, molecular type VN Ι and VN ΙΙ), and Cryptococcus gattii (n = 2, molecular type VG Ι and VG ΙV) strains from Centre for Infectious Diseases and Microbiology, the University of Sydney; Aspergillus ustus (n = 1, 35377), Aspergillus versicolor (n = 1, 35379), Aspergillus flavipes (n = 1, 33921), and Aspergillus nidulans (n = 1, CNCGF129) strains from Chinese Academy of Sciences.	PMC4024029	PMC4024029.1	10	2	STRAIN-ORGANISM:INHABITS	92274	Pichia kudriavzevii	atcc 6258	ORGANISM	candida krusei	NCBITaxon:4909	Pichia kudriavzevii	0.9998675584793091	0.9330525994300842	0.7691823840141296	NCBITaxon:4909	Pichia kudriavzevii
Reference strains of Candida albicans (ATCC 64548), Nakaseomyces glabratus (ATCC 90030), Candida krusei (ATCC 6258), Candida tropicalis (ATCC 750), Candida parapsilosis (ATCC 22019), Candida dubliniensis (ATCC MYA-646), and Candida kefyr (ATCC 38296) were obtained from the American Type Culture Collection (ATCC, Manassas, VA, USA).	PMC13298145	PMC13298145.1	8	1	STRAIN-ORGANISM:INHABITS	92274	Pichia kudriavzevii	atcc 6258	ORGANISM	candida krusei	NCBITaxon:4909	Pichia kudriavzevii	0.9998898506164551	0.9035663902759552	0.8947105705738068	NCBITaxon:4909	Pichia kudriavzevii
Candida glabrata (ATCC-90525), Candida parapsilosis (ATCC-20224), Candida krusei (ATCC-6258), Candida tropicalis (ATCC-20240), Candida albicans (ATCC-2048) were supplied by the Chinese Academy of Medical Sciences.	PMC4982898	PMC4982898.1	7	1	STRAIN-ORGANISM:INHABITS	92274	Pichia kudriavzevii	atcc-6258	ORGANISM	candida krusei	NCBITaxon:4909	Pichia kudriavzevii	0.9997826218605042	0.9375490546226501	0.8649942278862	NCBITaxon:4909	Pichia kudriavzevii
The following fungal strains were used (Table 1 ): Candida albicans (ATCC 10230), Candida glabrata (BNCC 337348), Candida tropicalis (BNCC 337310), Candida parapsilosis (BNCC 337317), Candida krusei (ATCC 6258), Candida guilliermondii (ATCC 6260), Cryptococcus neoformans (BNCC 337347), Aspergillus flavus (HB-CICC 71005), Aspergillus terreus (HB-CICC 70504), Aspergillus niger (01018094), and Aspergillus fumigatus (01010287).	PMC7035122	PMC7035122.1	8	2	STRAIN-ORGANISM:INHABITS	92274	Pichia kudriavzevii	atcc 6258	ORGANISM	candida krusei	NCBITaxon:4909	Pichia kudriavzevii	0.98514324426651	0.9387146830558777	0.8643643260002136	NCBITaxon:4909	Pichia kudriavzevii
Reference strains of C . tropicalis (ATCC 750), Candida viswanathii (CBS 1924), C . albicans (ATCC 90028), Candida dubliniensis (CD36), C . parapsilosis (ATCC 22019), Candida orthopsilosis (ATCC 96139), Candida metapsilosis (ATCC 96143), Lodderomyces elongisporus (CBS 2605), C . glabrata (ATCC 15545), Candida nivariensis (CBS 9983), Candida bracarensis (CBS 10154), Candida krusei (ATCC 6258) and Candida haemulonii (CBS 5149) were used.	PMC5576731	PMC5576731.1	7	1	STRAIN-ORGANISM:INHABITS	92274	Pichia kudriavzevii	atcc 6258	ORGANISM	candida krusei	NCBITaxon:4909	Pichia kudriavzevii	0.999854564666748	0.7732681930065155	0.8149404227733612	NCBITaxon:4909	Pichia kudriavzevii
The assayed microorganisms were Enterococcus faecalis (ATCC1299 and CI), Klebsiella pneumoniae (ATCC13883 and CI), Pseudomonas aeruginosa (48 1997 a EPM and CI), Staphylococcus aureus (ATCC BAA 44 and CI), Staphylococcus epidermidis (ATCC 14990 and CI), Candida albicans (ATCC 90028 and CI), Candida glabrata (ATCC 2001 and CI), Candida krusei (ATCC 6258 and CI), Candida parapsilosis (ATCC 22019 and CI), and Candida tropicalis (ATCC 13803 and CI).	PMC9495104	PMC9495104.1	45	2	STRAIN-ORGANISM:INHABITS	92274	Pichia kudriavzevii	atcc 6258	ORGANISM	candida krusei	NCBITaxon:4909	Pichia kudriavzevii	0.9998539686203003	0.9444377720355988	0.8608624339103699	NCBITaxon:4909	Pichia kudriavzevii
These strains comprised of three yeasts: Candida albicans (ATCC 90028), Candida krusei (ATCC 6258), and Candida tropicalis (ATCC 750); one filamentous fungi: Aspergillus fumigatus (MTCC 1811); three Gram-negative bacteria: Pseudomonas aeruginosa ATCC 27853, Escherichia coli ATCC25292, vancomycin-resistant Enterococcus faecalis (VRE) and three Gram-positive bacteria: Staphylococcus aureus ATCC 29213, methicillin-resistant Staphylococcus aureus (MRSA, ATCC 33591) and Staphylococcus epidermidis (ATCC 12228).	PMC3635900	PMC3635900.1	13	2	STRAIN-ORGANISM:INHABITS	92274	Pichia kudriavzevii	atcc 6258	ORGANISM	candida krusei	NCBITaxon:4909	Pichia kudriavzevii	0.8701565861701965	0.8737892806529999	0.8945486843585968	NCBITaxon:4909	Pichia kudriavzevii
Seven candidal strains, Candida albicans (ATCC 14053), Candida dubliniensis (ATCC MYA-2975), Candida glabrata (ATCC 90030), Candida krusei (ATCC 14243), Candida lusitaniae (ATCC 64125), Candida parapsilosis (ATCC 22019),d and Candida tropicalis (ATCC 13803), were purchased from the American Type Culture Collection (ATCC), USA.	PMC3703345	PMC3703345.1	9	1	STRAIN-ORGANISM:INHABITS	250926	Pichia kudriavzevii	atcc 14243	ORGANISM	candida krusei	NCBITaxon:4909	Pichia kudriavzevii	0.9999114274978638	0.7664555609226227	0.8055813908576965	NCBITaxon:4909	Pichia kudriavzevii
Multi-drug resistant human pathogens, including Escherichia coli (ATCC 10536), Klebsiella pneumoniae (ATCC 10031), Pseudomonas aeruginosa (ATCC 27853), Staphylococcus epidermidis (ATCC 14990), Staphylococcus aureus (ATCC 25923), Streptococcus pneumoniae (ATCC 33400), Candida albicans (ATCC 10231), Candida krusei (ATCC 6258), and Candida tropicals (ATCC 13803), kindly provided by the Department of Bioprocess Development (BID), Genetic Engineering and Biotechnology Research Institute (GEBRI), City of Scientific Research and Technological Applications (SRTA-city), New Borg El Arab City, Alexandria 21934, Egypt.	PMC10776836	PMC10776836.1	7	2	STRAIN-ORGANISM:INHABITS	92274	Pichia kudriavzevii	atcc 6258	ORGANISM	candida krusei	NCBITaxon:4909	Pichia kudriavzevii	0.9979531764984131	0.7926298379898071	0.774133175611496	NCBITaxon:4909	Pichia kudriavzevii
The tested fungus strains of candida albicans (ATCC-10221) , Candida Tropicalis (ATCC-131803), Candida krusei (ATCC-14243), Candida glabrata (ATCC-15126), Geotrichom candidum (ATCC-34614), Aspergillus niger ( KU681408 ) and Mucor citcinelloid (ATCC-8542) were ± and the inculcation preparation was done using direct colony suspension as follows; the inoculum was prepared by making a direct broth or saline suspension of the isolated colonies within 24 h in an agar plate using the non-selective medium, such as blood agar.	PMC11193721	PMC11193721.1	22	3	STRAIN-ORGANISM:INHABITS	250926	Pichia kudriavzevii	atcc-14243	ORGANISM	candida krusei	NCBITaxon:4909	Pichia kudriavzevii	0.5332759618759155	0.9711050689220428	0.9008657932281494	NCBITaxon:4909	Pichia kudriavzevii
All strains ( Aspergillus niger, DSM 12634; Fusarium solani , DSM 1164; Penicillium funiculosum , DSM 10640; Candida parapsilosis , DSM 5784; Debaryomyces hansenii , DSM 70590; Dekkera bruxellensis , DSM 70001; Hansenula anomala , DSM 70263; Issatchenkia orientalis , DSM 6128; Kluyveromyces marxianus , DSM 70073; Pichia membranifaciens , DSM 70633; Saccharomyces cerevisiae , DSM 70499; Schizosaccharomyces octosporus, DSM 70573; Schizosaccharomyces pombe, DSM 70576) were obtained from the German Culture Collection (DSMZ, Braunschweig, Germany).	PMC8537543	PMC8537543.1	7	1	STRAIN-ORGANISM:INHABITS	92274	Pichia kudriavzevii	dsm 6128	ORGANISM	issatchenkia orientalis	NCBITaxon:4909	Pichia kudriavzevii	0.9559402465820312	0.976552277803421	0.7680939435958862	NCBITaxon:4909	Pichia kudriavzevii
Fusarium oxysporum f. sp. vasinfectum (Fov) was obtained from the National Institute for Biotechnology and Genetic Engineering (NIBGE), Faisalabad, Pakistan, where it was originally isolated from the rhizosphere of cotton. Fusarium graminearum (CSB 5–15), Leptosphaeria maculans (DSM 62910) and Cercospora beticola (DSM 621607) were obtained from INRES-Molecular Phytomedicine University of Bonn, Germany.	PMC12081333	PMC12081333.1	9	1-2	STRAIN-ORGANISM:INHABITS	113989	Plenodomus lingam	dsm 62910	ORGANISM	leptosphaeria maculans	NCBITaxon:5022	Plenodomus lingam	0.9999324083328247	0.775677889585495	0.9574727714061737	NCBITaxon:5022	Plenodomus lingam
Additional materials examined. G REECE , from Chrysanthemum sp., Apr. 1963, D.G. Zachos , holotype CBS H-7576, ex-holotype culture of Cephalosporium chrysanthemi CBS 539.63. – I SRAEL , on Citrus limon , deposited at CBS by J. de Gruyter in Oct. 1993, culture CBS 551.93 = PD 81/782. – I TALY , Sicily, Palermo, Bagheria, on Citrus limon , 1983, probably Faretra , culture Pt 52 = MUCL 38481 (sterile); on Citrus sp. twigs, probably 1971, deposited at ATCC by S. Grasso , culture ATCC 26007.	PMC10486631	PMC10486631.1	334	1-6	STRAIN-ORGANISM:INHABITS	167517	Plenodomus tracheiphilus	cbs 539.63	ORGANISM	cephalosporium chrysanthemi	NCBITaxon:1077377	Plenodomus tracheiphilus	0.9981178045272827	0.7825219929218292	0.8743305206298828	NCBITaxon:1077377	Plenodomus tracheiphilus
In this study, four strains of P. tracheiphilus from Citrus spp. from Italy and Israel, as well as the ex-holotype (CBS 539.63) of Cephalosporium chrysanthemi , formed a distinct clade with high supported value ( Fig. 31 ). Although the strain MUCL 38481 was isolated from exactly the same host as the holotype of Plenodomus tracheiphilus , it is sterile in this study and thus improper for the designation of a type.	PMC10486631	PMC10486631.1	339	3-4	STRAIN-ORGANISM:INHABITS	167517	Plenodomus tracheiphilus	cbs 539.63	ORGANISM	cephalosporium chrysanthemi	NCBITaxon:1077377	Plenodomus tracheiphilus	0.9998736381530762	0.9485571980476379	0.9520415365695953	NCBITaxon:1077377	Plenodomus tracheiphilus
The strain SAG 84.81 resembles Prasiolopsis by forming irregular cushion-like tufts of pseudoparanchymatous filaments and cells with single, stellate, pyrenoid-containing chloroplast typical of the Prasiolales [ 10 ] rather than numerous small, discoid chloroplasts without pyrenoids described for Trichophilus [ 12 ]. Therefore our understanding is that Trichophilus welckeri has been found previously in nature [ 6 , 8 , 9 , 14 ] but has not yet been isolated into pure culture and sequenced before.	PMC2858742	PMC2858742.1	15	4-5	STRAIN-ORGANISM:INHABITS	352730	Prasiolopsis	sag 84.81	ORGANISM	prasiolopsis	NCBITaxon:312848	Prasiolopsis	0.9965503215789795	0.6912925243377686	0.9384581446647644	NCBITaxon:312848	Prasiolopsis
Notes : According to the phylogenetic analysis ( Fig. 2 ), the ex-type strain of Acremonium rutilum (CBS 396.66) is placed in Protocreopsis , and it is therefore recombined as Pt. rutila . Eight cultures representing Pt. rutila form two subclades: subclade I contains two strains from the moist wall in the greenhouse in Germany, including the ex-type CBS 396.66; subclade II comprises six strains mainly from soil of various European countries.	PMC11182610	PMC11182610.1	615	1-2	STRAIN-ORGANISM:INHABITS	107260	Protocreopsis rutila	cbs 396.66	ORGANISM	acremonium rutilum	NCBITaxon:45279	Protocreopsis rutila	0.8700461983680725	0.9494939744472504	0.842276394367218	NCBITaxon:45279	Protocreopsis rutila
Based on a blastn search of NCBIs GenBank nucleotide database, the closest hits using the ITS sequence had the highest similarity to Acremonium blochii [culture CBS 993.69, GenBank HE608636.1 ; identities = 417/477 (87 %), 22 gaps (4 %)]; A. pinkertoniae [culture CBS 157.70, GenBank NR_159611.1 ; identities = 417/482 (87 %), 16 gaps (3 %)].	PMC11182610	PMC11182610.1	1133	1	STRAIN-ORGANISM:INHABITS	174236	Proxiovicillium blochii	cbs 993.69	ORGANISM	acremonium blochii	NCBITaxon:1036789	Mastigocladium blochii	0.9943031072616577	0.9433906376361847	0.8536677360534668	NCBITaxon:1036789	Mastigocladium blochii
These species included the toxic, bloom-forming dinoflagellate, Alexandrium monilatum CCMP3105 (isolated from the Gulf of Mexico, Gulfport, Mississippi, USA, 2000), the bloom-forming dinoflagellate, Prorocentrum minimum CCMP1329 (isolated from Great South Bay, NY, USA, 1958), the cosmopolitan diatom, Chaetoceros affinis CCMP159 (isolated from the Gulf of Mexico, May 1980), and the haptophytes Chrysochromulina polylepis CCMP1757 (isolated from the North Sea, 1988) and Gephyrocapsa oceanica RCC1303 (isolated from Arachon Bay, France, Jan 1999).	PMC5513979	PMC5513979.1	7	2	STRAIN-ORGANISM:INHABITS	210666	Prymnesium polylepis	ccmp1757	ORGANISM	chrysochromulina polylepis	NCBITaxon:72548	Prymnesium polylepis	0.999713122844696	0.937217652797699	0.9384217262268066	NCBITaxon:72548	Prymnesium polylepis
Notes : CBS 985.87 was deposited as Chaetomium semispirale , however, its relatively small ascospores, flexuous to undulate and branched, but never spirally coiled ascomatal hairs correspond well with the characters of the type of C. sphaerale . Chivers (1912) described C. sphaerale producing ascospores measuring 7.3–8.1 × 6.4 μm. von Arx et al. (1986) re-described C. sphaerale , and in his description, the ascospores were 7.5–9 × 6–7 × 4–5 μm, which is larger than in the original description.	PMC6133331	PMC6133331.1	152	1-2	STRAIN-ORGANISM:INHABITS	175792	Pseudohumicola semispiralis	cbs 985.87	ORGANISM	chaetomium semispirale	NCBITaxon:2831507	Pseudohumicola semispiralis	0.8035594820976257	0.8390092253684998	0.850108414888382	NCBITaxon:2831507	Pseudohumicola semispiralis
Lee & Crous ( 2003 ) identified a series of isolates from South Africa on the Restionaceae as Glonium compactum ( CBS 112412 , CMW 18760, CMW 17941). However, in their study they did not note the presence of subicula, nor a stromal crust. These features were stressed for this taxon by Zogg ( 1962 ).	PMC2816966	PMC2816966.1	161	1-3	STRAIN-ORGANISM:INHABITS	158629	Psiloglonium araucanum	cbs 112412	ORGANISM	glonium compactum	NCBITaxon:707697	Psiloglonium araucanum	0.9975751042366028	0.9146359860897064	0.9646042287349701	NCBITaxon:707697	Psiloglonium araucanum
The first Q . cyanescens isolate (strain CBS 357.73) was recovered from human skin and described as Sporothrix cyanescens in 1973 [ 2 ]. In 1987, Moore et al . [ 3 ] showed that the cells of this fungus contain dolipore septa and coenzyme Q-10 and thus reassigned the fungus into a new basidiomycetes genus ( Cerinosterus cyanescens ).	PMC4696669	PMC4696669.1	3	3-4	STRAIN-ORGANISM:INHABITS	63932	Quambalaria cyanescens	cbs 357.73	ORGANISM	sporothrix cyanescens	NCBITaxon:345902	Quambalaria cyanescens	0.5054318904876709	0.8827245235443115	0.8977735042572021	NCBITaxon:345902	Quambalaria cyanescens
Cylindrotrichum hennebertii (ex-type strain CBS 570.76 ) groups with R. tulasneorum including its anamorph C. oligospermum . The former taxon was described for specimens with only a short layer of conidiophores ( Gams & Holubová-Jechová 1976 : 50, fig. 24), contrasting with the development of two strata of conidiophores for the latter species. The layering of the conidiophores described in the protologue of C. hennebertii seems to be quite variable depending on substrate and age of the material.	PMC3065989	PMC3065989.1	128	1-3	STRAIN-ORGANISM:INHABITS	73452	Reticulascus tulasneorum	cbs 570.76	ORGANISM	cylindrotrichum hennebertii	NCBITaxon:1028407	Reticulascus tulasneorum	0.6099217534065247	0.8770253658294678	0.9381544888019562	NCBITaxon:1028407	Reticulascus tulasneorum
A multilocus phylogenetic analysis of the concatenated sequences of ITS + GAPDH + LSU region was performed among the Bipolaris maydis and Curvularia lunata isolates, where Drechslera avenae and Rhizopus oryzae were used as an outgroup. On the basis of the phylogenetic tree, two separate clades formed. In clade 1, three subclades were formed; in clade 2, Rhizopus oryzae (CBS 330.53) was considered as an outgroup which is completely different from Helminthosporoid genera.	PMC9410300	PMC9410300.1	45	1-3	STRAIN-ORGANISM:INHABITS	119690	Rhizopus arrhizus	cbs 330.53	ORGANISM	rhizopus oryzae	NCBITaxon:64495	Rhizopus arrhizus	0.7358670830726624	0.9774102866649628	0.6698239743709564	NCBITaxon:64495	Rhizopus arrhizus
Rhizopus oryzae (ATCC 9363) allows obtaining ( R )-benzoin with >99% ee, while Rhizomucor pusillus (72561) yielded ( S )-benzoin with 73% ee [ 31 ]. J. Konishi et al. obtained optically pure ( R )-benzoin using Xanthomonas oryzae IAM 1657, which was selected via screening tests from multiple types of cultures [ 32 ]. Another group of fungi tested for selective properties in the biotransformation of benzils were Aspergillus oryzae and Fusarium roseum strains.	PMC8001866	PMC8001866.1	6	14-17	STRAIN-ORGANISM:INHABITS	119710	Rhizopus arrhizus	atcc 9363	ORGANISM	rhizopus oryzae	NCBITaxon:64495	Rhizopus arrhizus	0.9860308170318604	0.9239965379238129	0.9174268543720245	NCBITaxon:64495	Rhizopus arrhizus
FTR1 protein of four different virulent funguses was selected after reviewing the literature from the NCBI database ( Supplementary Table S1 ). The selected fungi were Rhizopus oryzae, Rhizopus delemar RA 99-880 (a reclassified Rhizopus oryzae), Rhizopus azygosporus, Rhizopus stolonifer, and Mucor circinelloides 1006PhL.	PMC9204303	PMC9204303.1	21	1-2	STRAIN-ORGANISM:INHABITS	334430	Rhizopus arrhizus	rhizopus delemar ra 99-880	ORGANISM	rhizopus oryzae	NCBITaxon:64495	Rhizopus arrhizus	0.987375020980835	0.937292605638504	0.7006696164608002	NCBITaxon:64495	Rhizopus arrhizus
Cunninghamella bertholletiae (CBS 693.68), Mucor plumbeus (DAOM 220743), Mucor racemosus (ATCC 42647), and Rhizopus oryzae (CBS 112.07 and CBS 130146) were used as outgroup for the LSU tree; Aphanoascus keratinophilus (IMI 319010) for the Myxotrichaceae taxa tree; and Trichocoma paradoxa (CBS 247.57) for the Talaromyces tree. The sequence alignments and the maximum-likelihood (ML) and Bayesian-inference (BI) phylogenetic analyses were performed as described previously (Valenzuela-Lopez et al. 2018 ).	PMC7325685	PMC7325685.1	7	5-6	STRAIN-ORGANISM:INHABITS	56676	Rhizopus arrhizus	cbs 112.07	ORGANISM	rhizopus oryzae	NCBITaxon:64495	Rhizopus arrhizus	0.9853278994560242	0.9732071161270142	0.8818780183792114	NCBITaxon:64495	Rhizopus arrhizus
The fungal pathogens Aspergillus flavus (FCBP-PTF-1265) and Aspergillus fumigatus (FCBP-MF-923) were obtained from the First Fungal Culture Bank of Pakistan (FCBP), University of the Punjab, Pakistan. Rhizopus oryzeae (ATCC 11886 (AY 803930)) was obtained from the Department of Microbiology, Quaid-i-Azam University, Islamabad.	PMC5465528	PMC5465528.1	28	1-2	STRAIN-ORGANISM:INHABITS	202349	Rhizopus arrhizus	atcc 11886	ORGANISM	rhizopus oryzae	NCBITaxon:64495	Rhizopus arrhizus	0.9959219694137573	0.9878407418727875	0.907151997089386	NCBITaxon:64495	Rhizopus arrhizus
Rhodosporidium toruloides IFO0880 and Agrobacterium EHA 105 were obtained from Jeffrey Skerker at UC Berkeley [ 56 ]. R. toruloides was cultured in YPD medium at 30 °C, except for monoterpene production quantification where R. toruloides was cultured in YPD medium at 23 °C. Hemiterpene and monoterpene genes were designed to remove the chloroplast targeting peptides and were codon optimized for expression in R. toruloides .	PMC6421710	PMC6421710.1	33	1-3	STRAIN-ORGANISM:INHABITS	361242	Rhodotorula toruloides	ifo0880	ORGANISM	rhodosporidium toruloides	NCBITaxon:5286	Rhodotorula toruloides	0.9079263210296631	0.81128990650177	0.867409348487854	NCBITaxon:5286	Rhodotorula toruloides
So far, there are only a few reports dealing with the metabolites, including cytochalasins from D. necatrix ( Chen, 1960 , Chen, 1964 , Kimura et al., 1989 , Shimizu et al. 2018 ), cytochalasins from R. sanctae-cruciana ( Sharma et al. 2018 ), sordarin and xylarin from various Rosellinia species ( Vicente et al. 2009 ) and the producer strain of the cyclodepsipeptides “PF1022”, which was tentatively assigned to the genus Rosellinia ( Sasaki et al. 1992 ).	PMC7056724	PMC7056724.1	101	2	STRAIN-ORGANISM:INHABITS	125355	Rosellinia	pf1022	ORGANISM	rosellinia	NCBITaxon:77043	Rosellinia	0.8203075528144836	0.9241065979003906	0.9501146674156189	NCBITaxon:77043	Rosellinia
Baker’s yeast cells from the Fleischmann brand were acquired in retail trade in the municipality of Rio de Janeiro (Latitude: S 22°54′13″, Longitude: W 43°12′35″), and used as a source of Saccharomyces cerevisiae ATCC 7754 [ 46 ].	PMC8877035	PMC8877035.1	29	1	STRAIN-ORGANISM:INHABITS	112268	Saccharomyces cerevisiae	saccharomyces cerevisiae atcc 7754	ORGANISM	baker’s yeast	NCBITaxon:4932	Saccharomyces cerevisiae	0.9998639822006226	0.8077488243579865	0.8683843314647675	NCBITaxon:4932	Saccharomyces cerevisiae
Genomic libraries for available S . eubayanus strains ( S1 Table ), one representative strain from the Saaz lineage of lager yeast (CBS1503), and one representative strain from the Frohberg lineage of lager yeast (W34/70) were generated as described previously [ 50 ] and sequenced using Illumina paired-end sequencing ( S5 Table ). Details on the identification of high-quality single nucleotide polymorphisms (SNPs) can be found in S1 Text .	PMC4934787	PMC4934787.1	32	1-2	STRAIN-ORGANISM:INHABITS	77623	Saccharomyces pastorianus	cbs1503	ORGANISM	lager yeast	NCBITaxon:27292	Saccharomyces pastorianus	0.9996337890625	0.6488276422023773	0.6871519684791565	NCBITaxon:27292	Saccharomyces pastorianus
However, according to the Shenzhen code, E. synnematicola is invalid because the type material was not been indicated in the protologue, which only left an “ex-type culture” deposited in CBS culture collection ( Mathur & Thirumalachar 1960 ). In the present study, the ex-type culture of Cephalosporium incoloratum (CBS 146.62), which was isolated from the same country and same substrates as E. synnematicola , proved to be genetically identical to “ex-type culture” of E. synnematicola (CBS 176.60).	PMC11182610	PMC11182610.1	761	3-4	STRAIN-ORGANISM:INHABITS	74193	Sarocladium kiliense	cbs 146.62	ORGANISM	cephalosporium incoloratum	NCBITaxon:45277	Sarocladium kiliense	0.9999076128005981	0.9503337442874908	0.760116308927536	NCBITaxon:45277	Sarocladium kiliense
SSOH12 was identified as Pichia segobiensis . This strain belongs to the ascomycetes. The second highest agreement of SSOH12 was with Scheffersomyces stipitis, also known as Pichia stipitis. Pichia stipitis (Nigam [ 2001 ]) and Scheffersomyces stipitis (Liu et al. [ 2010 ]) are well described within the context of microbial ethanol production, but have not been mentioned previously with regards to lipid production.	PMC4052688	PMC4052688.1	34	1-4	STRAIN-ORGANISM:INHABITS	399644	Scheffersomyces segobiensis	ssoh12	ORGANISM	pichia segobiensis	NCBITaxon:45512	Scheffersomyces segobiensis	0.999626636505127	0.7455829083919525	0.9463448524475098	NCBITaxon:45512	Scheffersomyces segobiensis
